Id_Sesion,id_enfermera,fcm_token
836,72,HMpCY7GNm0WtquOO4ftSyKs3HPjmox
837,74,pKEnUALyx6WsjDGLoz9bG9p4hYsont
838,39,qxrayGr7mJ4x6MAur9AABsdDIOjbik
839,68,ozu9XvfUjKu8Edb7RthcjaVRY5esbm
840,80,gBsHq88Jr9kpNZTErMUHSsQ0y2VdqW
841,81,iFukeuK4GRQ7Ap3Xg2kZQEjklz4NE4
842,96,zJQ3mYRJK74XZqQse2I9bFjxhr4swC
843,11,ExZlevV4TfEhYVS9LHCTefTJQzR3q0
844,30,N6Ix3p7fEDLsqd5hDUAyCoF89mcPmM
845,42,JRUWAT1aVGOhbH2rTvLcWZX2KxvWBi
846,83,wpRfG0fSyyynQHsnwY4m3dsLAOhmdJ
847,34,Bj0nJUX6FdCPTPRmLmnJkEjgFDWbhU
848,23,nLucpkeobtEpjtJNXCHfz2QXHBI58B
849,29,9wKCb7ZMgWdprGOZiaGb9BfZZXwCyo
850,16,CHKvGSd7udwNjsEZTeIzCSZGUuGPtL
851,71,P7phF0JWKsMOhEYqZmYTVnejjefzen
852,62,LskHmuSKbofF9RIoSYmLIluFslap6C
853,54,DuSbFMCeLukISZ6UaDnnQJ2tNEbJAU
854,75,HW4exMSiJG7YA9GIaRS5M6ScHvyGjD
855,65,kQcubytkRpUZaGKywpT2CkrWNO5jI6
856,93,kmhGuOBOiBHc4gYmRw4KZIIqHuWPPt
857,63,vnFkZ7JlpklYUaCK9guGx863vMCSoK
858,90,OmAZlOBOIyp6e05TJbjsjq93dy86fu
859,40,PT0hffX1MBmMHT90yWT4nGTMtIz9eF
860,63,ZgxLT0SyhCRag9nzbCpVuSuHLx0fkF
861,2,y0vKNB9mQ2YRHxYkujjDLJtpgb91Jy
862,91,DPtzOyVNiIcOyDPVw3wdAOP5kT3zts
863,66,bFBVScSmWMSAdnvsGh7Fs630GPE1Qx
864,44,LQwe750eNRcVXMzWXyJD6QTuzrWJkH
865,29,fVdfs15bxjbQSSMwjIyny6UBYhMyE6
866,51,NbTqlh9LI4KtoR29ZWZtgbTA659Lme
867,66,kXDS28wIhqyzP0Uk1aP40TRSaEaOVm
868,94,dpBd1j6f8zDnsYHlLlRyncD2jejkn3
869,82,iLOXo6OBwRkp6DFh1iaQ22Tislhov8
870,79,7jALigVGJhsMtS7lEigi9hcObHV30u
871,16,FxTy9iV5NM8Xbrngitx91IFt9620PY
872,23,UUjY7frj289lVAJrhWHMgX844UbKzp
873,39,NY6o1eaPNRVUFJXETMolOAZrDmOM5g
874,40,MPWlcYSSUnWsHx35sF2SlngaaCxMTq
875,50,BUPdfBv2BXgYysVGSDTofFXjKCR9z3
876,6,jpC2ROQLA6GDFj8sONY4oGOJXfPCcL
877,44,2TEWRBpdVWnBsAVtJ2c9jpwNxtri3Q
878,52,lfGeD1VIHIKtQjEd7216ZVYwwxINWZ
879,40,rlD4rcXlvDVvYQBG12LM3icfTzCLMT
880,11,9eZVKTqSHEyYWTFWf6MMZoePtWxj3l
881,46,csCAUh0XUUZd0hWYe4JBk0ceyMWf1Z
882,81,wdQwlVhan8GmyUy5x24EN0L23h0Ooi
883,42,nA5JkfuIWYRkZIoAdFm70CKRvZ6S2S
884,13,MjBOQqU2Sxcuv8EIJqpoFbAZYU9l36
885,65,Zq6ZKJUg9c6yISUU4xJWqL8kv5PiaR
886,22,u1LLod0edtcZPK4sV28LIKrj4NeXar
887,33,qoCPppdVYSChyyjDWKkd9JqZ58VKqF
888,84,nqU3BmvyrMPa7wOFzEJV70f4vL0slm
889,82,NeB4DSuVbv1us5ct7MS16GiGAGPR2y
890,48,Oo7oZyiRjS7wMTWdJ03tqv6XbKB4Gh
891,9,tz3avgvaQGFQpNQUkn0twu2m21gWx5
892,48,SklX3DPj32eAERg8wiZWOV7DfPBlnd
893,88,mOl5mygTGuef73Pn26FjMrp9J6SXMF
894,29,Tn5SVGcMVv8zFqKtF0Jup4ReP1j4fX
895,6,ecftighmyHlpHby9znzOFp1vvpfjSq
896,2,Meo5jwE6PbUvXbyAlre40WkAiWmkpA
897,72,nXe0zLgxOhJnYnjdygWSGy8SDL8vr9
898,67,wKtvNhS0i9RCRqDbapNp0D9Z1RodLb
899,56,z9g6sr43crMZ4KhEKHq8VXMkWDqCJK
900,14,DC9aYBexiREs3NfzgRR8uHmW55vUxL
901,39,1qTKDrrcgcNsvLQYnkr0AiwxLS4NCW
902,86,VDSYkXscLXlxOzhoUpR4Dli0mWy08Z
903,48,sC2Sb2nECavEg4n6rjEJZPJXiuv9lz
904,90,0WgLbc2EI65t3uS9X4rujyLwSZxBEK
905,50,dJhM9OxxvhpIT1VcmCEr2lXZLUDAS2
906,78,mtOpTAe0pw0Uu5pKddODkRfcnmfb59
907,60,ibDGRlEaqYapGcpC8KJ45mLKdRfCV8
908,80,LOtQPYwAN4dvFJXDBI3n5tJ56cSlIv
909,92,F55aMKQUECWCADQ9rO4e9JdkdaRanH
910,29,24MZBA70oBNag4VEGEZxfVag3KNZLH
911,97,yEx4fvhFw5BZpFu8Qk5NqHRgYgOvVw
912,71,J05JG4gN67JtJH1ODOWgs0CAAmfeSP
913,99,gZrbisZV4CDZSHZbGsPx8Yp0fhanh6
914,51,JyhTsP7ovy7zdMAZJBSAls7Dc9jcQs
915,28,CnTzahTi8JlYWBJhRJJD87TD5SMrMx
916,84,wMsIBSSNCYEYDHHEEPMqEaN9iZNen5
917,14,8cFaPyBymI5Zqpy2GiEh3IFmrVQTnd
918,27,K0RGmZGmMGOxcMusgXRuHhDSKZQIU2
919,9,tJ6PtyTr2wIqC5tLhflOAPgGv0b01K
920,24,YZEJ6ZR24RoVi4FlKYFUB9AbrTh0jT
921,83,fkfaoSJCqHzmwdr3SWx9SKZWwxd8OZ
922,7,vMPjJ6hXLHNnKHbaR1zWk4CChqfKv0
923,20,8kQWOxjIGCmgopzJQ3KTgTY98DJfKM
924,57,sTPocFLceVLmUEr1yzgio9tcr01pyn
925,55,2YNk7krK4e3xsKJkOIYKyzzLwOEm69
926,46,ZkvE1new1pATFFK28BwzE21sMvtjZG
927,78,cnBtowm0iLRU8apc1RNtYUrDMRtnHX
928,13,iAIUOEozfHNtXITN06jW0KqOy52rNE
929,43,H7q4aj8ZigsKczbcv2Qt7lIvlGhYvR
930,33,arrpLfdB2OyvRvCjEUYuPqJLaw4B4B
931,51,IJwdM1MPGndcqpFmGc0TiLXztggszK
932,38,l5m8tsK6nXiRXUfEXxE47iRmtMola4
933,61,LjZJQEFIzYa9Xk2yVHikyA3WuUoh1m
934,16,ye9v65fvlgJfZcj63fcFcbYU3kFzWU
935,47,mHDjPnPdxgSKcgyeftfzUwXDeXSjOO
936,22,Lc15AJxwDfMyGVZDSt9GTkNry8QTlM
937,64,pFN4aATfhO5OoHErcvOHRrAnDIAx0V
938,49,yM4xcK2hvlUoljr6M8J3Dh149x7MeK
939,18,V6vShwMRL4nGls8JGEfiNioJPc6Dwp
940,76,971O7NW5KaEBAV2WrkLaTduieSp137
941,66,G8xFGHSYSRQ6QUWtIVj1ADOgiWCmtR
942,73,iv9ZOhRxFvt0cCVwxfN6MFzWeDBVg4
943,88,kCilmo566slmNYKSEIteGN1MoOZ3CI
944,75,3aTWuyW2VyZGTjOgLvVmOs6GGmrHiv
945,74,289BmTcjfSArRd83JcWgtVAgGMTwQS
946,42,cuARVTliuFecaDY3CcKwOTIwOwg2bs
947,88,lHVWAJZYMs8DVef5VuRmydJTtk1mHB
948,69,IWKUASkgbyB9Jjwv2yZMXNnPBwrmH5
949,76,uhR1xzTwtSEHxZ4E4C9828uWOZnRGW
950,16,G0f3HfOS9NeK3J0oW24mDgkNyLuDV1
951,68,C58ASRKXVqSlbt1InSkLTPJFwoBDz3
952,10,TyqDZVzwzr5PhfaPfUd5wwFa41ZCW2
953,71,705i10I3hdFiqN3TQc5wH37JFPDmJB
954,65,9QtkPDBLm4V68NeDkLPdli16LxAWsG
955,80,fagCDejhfvVl50bZqXT87LwKxIbcEB
956,22,8WAs4eSiqp2JIO70cuLZDflnPGfeUS
957,4,kF4N1WrGurmO8l9b1krRz2YkZPDeAm
958,62,LdZM0QJu39X0Dh5fLP6qZCeowBdjlq
959,55,DXWYtbDVpvR525oCoJq9Ub9AEcwQuD
960,48,fdsxDf8tzIDnD9M9mJZXVFk81KtdXN
961,76,oQDmh7omPhMhSj5oK1fQS9pB9WHuiV
962,79,Fm6BKgY8nrbWm6khOc7cYXVX0PEO9j
963,94,9QH9TjrnEIFm7uBbotPXTgsUdskvN4
964,28,T87CSPdvWPLmKlFFr83tNj2daVzC2V
965,53,vNy089WfJWV9nuBaQFb8bUIDXWdyyK
966,6,NKYnc1EoO30WTfICXG8tYVd4CMURPT
967,52,S8WOt2mYAmZzArGeTw0RJoErbo38xe
968,22,6O54xvxUAAW7ROPmpXaNYMqC21g2H7
969,94,ZrCh5NXiIUsIhVYfDpL0YlFnMNupil
970,80,mXipcpgzQ09XDHK8Dlt8pNfgmjg0ux
971,21,Duwb6xfNzZxbZrteYkYr3ZmI0uSBI5
972,94,0SiUTY2WLHTC9yJsBSrv5ia788F4ET
973,33,6VaHfK0MbHDrJTvyHc6T7v8huJa6x6
974,81,3kWemuySA6Fwd04FOFYQGIMR3JdsYq
975,84,EWf9TzpmkaVoaacVQOpAz6yoFktbtU
976,28,EBGmkiZEopS5DUR6sPEEV1XRk2oF9N
977,81,bA8XNgEMOojTToVW86iyEMXXn5v0dA
978,19,Qw42oEpg1OKv85EHoW0H34s0cI8J0l
979,85,rtYolwMwU4g0perCCs7cNdcJAZQGem
980,36,bNfie40Rqu1qhcwlw7cBaFw8CsDSBL
981,43,5Zno90D78Qa5p1xcMeMSaZtNLaylpE
982,55,vG7Ss0PkU2brBT2SnP5HG58HTMZkdq
983,70,BiLBqq9Uuo7SWNXsVwRdTtsOakQdPL
984,74,otULIXly8uQlEIpQERHEmQW8MRWjqW
985,59,FCp4CQ7407l0Z6BuwHFc2kqdom8l5l
986,94,fESEgGqhZ8ouhDRPf5F1mqYnDlb12c
987,82,gGIoZbYCy5m5lzbrRRADskvEqEcRV5
988,96,2GWOfBVpCqVMBmw9lSAQEWa7HwlzbN
989,18,9quZWdgxtyrz8tgKk550IgB28krZkQ
990,87,VjPHDui048unh2P09uaiVQFUkjFnxD
991,56,YOaYhdp3On8URdsrfe10P48hULD5Zt
992,1,t9Uuky5pHZUuhAnuwwHYfG8j68h3IT
993,73,BJv6Pwd8ioXHmfBpcaDwaEKZiDdfKn
994,39,6Us89hWU884adNOVkHhGPsExmvr10E
995,68,epP8z9YmHBIS6YboA5XN0ynwVEam6N
996,16,8Gx69EYszyoVrZ4fw71AGJtCYnDtn4
997,49,eLxTs2KxiEYYh0ALX2wJrGCgoPBlJO
998,14,xz19cAVuvyqE5YcTiSrXxmub8lfHHC
999,80,Z3WksltEZ3sbwL8djI2SXfqqq2iBi3
1000,63,04uNYvlp3Q3l9lWIntjE0THODHoZd9
